5   24  2002    1		"no_div, dt_div, iyear_div, ijday_div"
-113.550	49.400	-113.300	49.274		"x_src, y_src, x_snk, y_snk" 05AD027 Waterton-Belly Diversion Canal 49.327 -113.633 
-113.925    50.645	-113.800    50.515		05BL015 Little Bow Canal at High River 50.5831 -113.869
-113.300    50.900  -113.050    50.521		05BM021 Bow River Development Main Canal Below Headgates 50.825 -113.431
-106.930	51.400	-106.400	50.760	    05JG006 Elbow Diversion Canal at Drop Structure 50.977 -106.398
-113.418    48.890	-113.070    48.900      St Mary Canal
0.093	0.579	0.78	2.61	0.031
0	0.547	0.18	2.62	0.031
0	0.569	0.13	2.63	0.028
0	0.561	0.06	2.63	0.031
0	0.545	0	2.64	0.031
0	0.536	0	2.64	0.028
0	0.53	0	2.65	0.037
0	0.507	0	2.66	0.031
0	0.512	0	2.66	0.028
0	0.515	0	2.65	0.028
0	0.509	0	2.66	0.028
0	0.533	0	2.65	0.028
0	0.53	0	2.66	0.028
0	0.533	0	2.66	0.028
0	0.529	0	2.67	0.028
0	0.524	0	2.69	0.031
0	0.531	0	2.7	0.028
0	0.55	0	2.66	0.028
0	0.55	0	2.67	0.037
0	0.708	0	2.67	0.028
0	0.679	0	2.93	0.028
0	0.797	0	3	0
0	0.75	0	2.64	0
0	0.753	0	2.22	0
0	0.782	0	2.35	0
0	0.769	0	2.63	0
0	0.763	0	2.24	0
0	0.779	0	1.81	0
0	0.782	0	1.82	0
0	0.789	0	1.82	0
0	0.799	0	1.83	0
0	0.801	0	1.82	0
0	0.795	0	1.81	0
0	0.801	0	1.82	0
0	0.811	0	1.82	0
0	0.81	0	1.82	0
0	0.819	0	1.82	0
0	0.821	0	1.83	0
0	0.804	0	1.82	0
0	0.786	0	1.82	0
0	0.781	0	1.81	0
0	0.766	0	1.81	0
0	0.719	0	1.8	0
0	0.68	0	1.8	0
0	0.666	0	1.8	0
0	0.7	0	1.8	0
0	0.702	0	1.78	0
0	0.693	0	1.76	0
0	0.689	0	1.78	0
0	0.689	0	1.79	0
0	0.676	0	1.78	0
0	0.668	0	1.77	0
0	0.648	0	1.76	0
0	0.659	0	1.77	0
0	0.654	0	1.77	0
0	0.648	0	1.77	0
0	0.648	0	1.77	0
0	0.658	0	1.77	0
0	0.649	0	1.76	0
0	0.618	0	1.75	0
0	0.609	0	1.75	0
0	0.619	0	1.77	0
0	0.635	0	1.77	0
0	0.626	0	1.77	0
0	0.642	0	1.77	0
0	0.665	0	1.77	0
0	0.666	0	1.78	0
0	0.67	0	1.77	0
0	0.67	0	1.77	0
0	0.666	0	1.78	0
0	0.667	0	1.77	0
0	0.66	0	1.76	0
0	0.605	0	1.76	0
0	0.516	0	1.75	0
0	0.515	0	1.76	0
0	0.517	0	1.76	0
0	0.511	0	1.76	0
0	0.499	0	1.77	0
0	0.485	0	1.76	0
0	0.477	0	1.74	0
0	0.48	0	1.74	0
0	0.494	0	1.74	0
0	0.469	0	1.73	0
0	0.526	0	1.73	0
0	0.455	0	1.73	0
0	0.463	0	1.73	0
0	0.506	0	1.73	0
0	0.588	0	1.73	0
0	0.685	0	1.73	0
0	0.688	0	1.73	0
0	0.663	0	1.73	0
0	0.589	0	1.73	0
0	0.53	0	1.73	0
0	0.538	0	1.73	0
0	0.556	0	1.73	0
0	0.561	0	1.73	0
0	0.596	0	1.73	0
0	0.594	0	1.73	0
0	0.585	0	1.72	0
0	0.589	0	1.72	0
0	0.586	0	1.72	0
0	0.584	0	1.72	0
0	0.564	0	1.72	0
0	0.546	0	1.71	0
0	0.535	0	1.71	0
0	0.525	0	1.71	0
0	0.515	0	1.71	0
0	0.505	0	2.2	0
0	0.495	0	2.57	0
0	0.505	0	2.57	0
0	0.53	0	2.57	0
0	0.56	0	2.57	0
0	0.6	0	2.57	0
0	0.66	0	2.57	0
0	0.718	0	2.57	0
0	0.724	0	2.57	0
0	0.798	0	2.57	0
0	0.791	0	2.57	0
0	0.784	0	2.57	0
0	0.745	0	2.57	0
